Street Name,Ward Name,Postcode,Switch Regime,Wattage,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Organisation URI,Last Uploaded
,,,35/18,,530319,182803,-0.122699,51.529109,Plotted By Council Officer,"(51.529109, -0.122699)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:28 PM
BARTHOLOMEW VILLAS,CANTELOWES,NW5,35/18,90,529058,184748,-0.140155,51.546878,Plotted By Council Officer,"(51.546878, -0.140155)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
EAST HEATH ROAD,HAMPSTEAD TOWN,NW3,35/18,90,527158,185821,-0.167153,51.556952,Plotted By Council Officer,"(51.556952, -0.167153)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
GRAFTON ROAD,GOSPEL OAK,NW5,35/18,90,528266,185501,-0.151296,51.553826,Plotted By Council Officer,"(51.553826, -0.151296)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
HIGH HOLBORN,HOLBORN AND COVENT GARDEN,"EC1, WC1",35/18,90,530680,181562,-0.117958,51.517873,Plotted By Council Officer,"(51.517873, -0.117958)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
HEATH HURST ROAD,HAMPSTEAD TOWN,NW3,35/18,60,527057,185647,-0.168672,51.555411,Plotted By Council Officer,"(51.555411, -0.168672)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
YORK WAY,ST PANCRAS AND SOMERS TOWN,N1,35/18,140,530327,183642,-0.122273,51.536647,Plotted By Council Officer,"(51.536647, -0.122273)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
NUTLEY TERRACE,FROGNAL AND FITZJOHNS,NW3,35/18,61,526434,184934,-0.17791,51.549143,Plotted By Council Officer,"(51.549143, -0.17791)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
BEDFORD ROW,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530817,181741,-0.115918,51.51945,Plotted By Council Officer,"(51.51945, -0.115918)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
CONSTANTINE ROAD,GOSPEL OAK,NW3,35/18,50,527365,185526,-0.164275,51.554254,Plotted By Council Officer,"(51.554254, -0.164275)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
ALBANY STREET,REGENT'S PARK,NW1,35/18,140,528816,182594,-0.14443,51.527576,Plotted By Council Officer,"(51.527576, -0.14443)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
FOOTPATH BETWEEN CHURCHILL ROAD AND INGESTRE ROAD,HIGHGATE,NW5,35/18,21,528905,185920,-0.141931,51.557446,Plotted By Council Officer,"(51.557446, -0.141931)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
GAYTON CRESCENT,HAMPSTEAD TOWN,NW3,35/18,60,526688,185859,-0.173915,51.557399,Plotted By Council Officer,"(51.557399, -0.173915)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
PRIORY ROAD,SWISS COTTAGE,NW6,35/18,90,525681,184555,-0.188899,51.545905,Plotted By Council Officer,"(51.545905, -0.188899)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
SWAIN'S LANE,HIGHGATE,N6,35/18,45,528438,187266,-0.148172,51.569648,Plotted By Council Officer,"(51.569648, -0.148172)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
PRINCE ALBERT ROAD,REGENT'S PARK,"NW1, NW8",35/18,104,527998,183642,-0.155835,51.53718,Plotted By Council Officer,"(51.53718, -0.155835)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
GLENILLA ROAD,BELSIZE,NW3,70/35,50,527037,184978,-0.169202,51.549403,Plotted By Council Officer,"(51.549403, -0.169202)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
HIGH HOLBORN,HOLBORN AND COVENT GARDEN,"EC1, WC1",35/18,90,530877,181588,-0.115111,51.518061,Plotted By Council Officer,"(51.518061, -0.115111)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
GUILFORD STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,140,530436,182136,-0.12126,51.523088,Plotted By Council Officer,"(51.523088, -0.12126)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
SWAIN'S LANE,HIGHGATE,N6,35/18,45,528568,186730,-0.146493,51.564802,Plotted By Council Officer,"(51.564802, -0.146493)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
SHAFTESBURY AVENUE,HOLBORN AND COVENT GARDEN,WC2,35/18,90,530100,181299,-0.126409,51.515644,Plotted By Council Officer,"(51.515644, -0.126409)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
LAURIER ROAD,HIGHGATE,NW5,35/18,90,528843,186203,-0.142721,51.560003,Plotted By Council Officer,"(51.560003, -0.142721)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
TEMPLEWOOD AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,60,525689,186036,-0.188255,51.559213,Plotted By Council Officer,"(51.559213, -0.188255)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
CROFTDOWN ROAD,HIGHGATE,NW5,35/18,90,528771,186419,-0.14368,51.561961,Plotted By Council Officer,"(51.561961, -0.14368)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
BRAMSHILL GARDENS,HIGHGATE,NW5,35/18,45,528920,186529,-0.141491,51.562915,Plotted By Council Officer,"(51.562915, -0.141491)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
EARLHAM STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,529982,181069,-0.128194,51.513604,Plotted By Council Officer,"(51.513604, -0.128194)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
LINSTEAD STREET,KILBURN,NW6,35/18,21,525117,184477,-0.197056,51.545329,Plotted By Council Officer,"(51.545329, -0.197056)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
TONBRIDGE STREET,KING'S CROSS,WC1,35/18,90,530209,182718,-0.124315,51.528371,Plotted By Council Officer,"(51.528371, -0.124315)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
REGAL LANE,CAMDEN TOWN,NW1,70/35,125,528441,183698,-0.149431,51.537582,Plotted By Council Officer,"(51.537582, -0.149431)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
EARLHAM STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,530043,181080,-0.127311,51.513689,Plotted By Council Officer,"(51.513689, -0.127311)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
CHURCH ROW,FROGNAL AND FITZJOHNS,NW3,70/35,100,526223,185641,-0.180698,51.555544,Plotted By Council Officer,"(51.555544, -0.180698)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PANCRAS ROAD,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,140,529870,183317,-0.128979,51.533832,Plotted By Council Officer,"(51.533832, -0.128979)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
GREVILLE PLACE,KILBURN,NW3,70/35,50,525813,183390,-0.187413,51.535406,Plotted By Council Officer,"(51.535406, -0.187413)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PRIMROSE HILL ROAD,REGENT'S PARK,NW3,35/18,90,527594,184071,-0.161502,51.541127,Plotted By Council Officer,"(51.541127, -0.161502)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
CRANLEIGH STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529393,183174,-0.135904,51.532656,Plotted By Council Officer,"(51.532656, -0.135904)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
MAITLAND PARK VILLAS,HAVERSTOCK,NW3,35/18,90,527914,184990,-0.156556,51.549313,Plotted By Council Officer,"(51.549313, -0.156556)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
HARPUR STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530623,181833,-0.118678,51.520322,Plotted By Council Officer,"(51.520322, -0.118678)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
WHITFIELD PLACE,BLOOMSBURY,W1,35/18,60,529250,182173,-0.138332,51.523693,Plotted By Council Officer,"(51.523693, -0.138332)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
MORTIMER CRESCENT,KILBURN,NW6,35/18,60,525793,183525,-0.187653,51.536623,Plotted By Council Officer,"(51.536623, -0.187653)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
WEST END LANE,WEST HAMPSTEAD,NW6,35/18,90,525507,184535,-0.191414,51.545764,Plotted By Council Officer,"(51.545764, -0.191414)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
EAST HEATH ROAD,HAMPSTEAD TOWN,NW3,35/18,90,527068,185913,-0.168417,51.557799,Plotted By Council Officer,"(51.557799, -0.168417)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
CAMDEN STREET,CAMDEN TOWN,NW1,35/18,140,529027,184172,-0.140812,51.541709,Plotted By Council Officer,"(51.541709, -0.140812)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
HEATH STREET,HAMPSTEAD TOWN,NW3,35/18,90,526370,186017,-0.178443,51.55889,Plotted By Council Officer,"(51.55889, -0.178443)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
FITZROY ROAD,CAMDEN TOWN,NW1,35/18,90,528098,184015,-0.154258,51.540509,Plotted By Council Officer,"(51.540509, -0.154258)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
DRURY LANE,HOLBORN AND COVENT GARDEN,WC2,35/18,90,530326,181263,-0.123167,51.515268,Plotted By Council Officer,"(51.515268, -0.123167)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
GREAT RUSSELL STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,530145,181604,-0.125649,51.518374,Plotted By Council Officer,"(51.518374, -0.125649)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
BRANCH HILL,HAMPSTEAD TOWN,NW3,35/18,60,526070,186143,-0.182724,51.56009,Plotted By Council Officer,"(51.56009, -0.182724)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
IVERSON ROAD,WEST HAMPSTEAD,NW6,35/18,90,525334,184762,-0.193827,51.547842,Plotted By Council Officer,"(51.547842, -0.193827)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
CROMER STREET,KING'S CROSS,WC1,35/18,90,530281,182632,-0.12331,51.527581,Plotted By Council Officer,"(51.527581, -0.12331)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
WILLIAM ROAD,REGENT'S PARK,NW1,35/18,90,529140,182552,-0.139778,51.527124,Plotted By Council Officer,"(51.527124, -0.139778)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
FITZJOHN'S AVENUE,FROGNAL AND FITZJOHNS,NW3,35/18,140,526593,184660,-0.175716,51.546645,Plotted By Council Officer,"(51.546645, -0.175716)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
RANDOLPH STREET,CANTELOWES,NW1,70/35,60,529309,184169,-0.136749,51.541617,Plotted By Council Officer,"(51.541617, -0.136749)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
SCALA STREET,BLOOMSBURY,W1,35/18,90,529455,181773,-0.135526,51.520051,Plotted By Council Officer,"(51.520051, -0.135526)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
BRILL PLACE,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529898,183119,-0.128648,51.532046,Plotted By Council Officer,"(51.532046, -0.128648)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
WHITFIELD STREET,BLOOMSBURY,W1,35/18,90,529417,181902,-0.136026,51.521219,Plotted By Council Officer,"(51.521219, -0.136026)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
SCALA STREET,BLOOMSBURY,W1,35/18,90,529428,181754,-0.135922,51.519887,Plotted By Council Officer,"(51.519887, -0.135922)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
PORTPOOL LANE,HOLBORN AND COVENT GARDEN,WC1,35/18,60,531195,181947,-0.110396,51.521214,Plotted By Council Officer,"(51.521214, -0.110396)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
BEDFORD SQUARE,BLOOMSBURY,WC1,70/35,100,529882,181647,-0.129421,51.518821,Plotted By Council Officer,"(51.518821, -0.129421)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
LONGFORD STREET,REGENT'S PARK,NW1,35/18,90,528996,182378,-0.141916,51.525593,Plotted By Council Officer,"(51.525593, -0.141916)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
GLOUCESTER AVENUE,CAMDEN TOWN,NW1,35/18,104,528620,183655,-0.146867,51.537155,Plotted By Council Officer,"(51.537155, -0.146867)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
BONNY STREET,CAMDEN TOWN,NW1,35/18,60,529053,184155,-0.140444,51.54155,Plotted By Council Officer,"(51.54155, -0.140444)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
HAND COURT,HOLBORN AND COVENT GARDEN,WC1,35/18,21,530830,181673,-0.115756,51.518836,Plotted By Council Officer,"(51.518836, -0.115756)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
BAYNES MEWS,FROGNAL AND FITZJOHNS,NW3,70/35,70,526798,184909,-0.172672,51.548837,Plotted By Council Officer,"(51.548837, -0.172672)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PURCHESE STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529775,183237,-0.130377,51.533135,Plotted By Council Officer,"(51.533135, -0.130377)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
CANFIELD GARDENS,SWISS COTTAGE,NW6,35/18,54,526288,184654,-0.180115,51.546659,Plotted By Council Officer,"(51.546659, -0.180115)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
ARGYLE SQUARE,KING'S CROSS,WC1,35/18,60,530400,182769,-0.121544,51.528785,Plotted By Council Officer,"(51.528785, -0.121544)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
HAMPSTEAD HIGH STREET,HAMPSTEAD TOWN,NW3,35/18,140,526522,185655,-0.176382,51.555603,Plotted By Council Officer,"(51.555603, -0.176382)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
WEST END LANE,WEST HAMPSTEAD,NW6,35/18,90,525401,185215,-0.1927,51.551899,Plotted By Council Officer,"(51.551899, -0.1927)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
BELSIZE LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,526720,184701,-0.173871,51.546985,Plotted By Council Officer,"(51.546985, -0.173871)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
CAMDEN HIGH STREET,CAMDEN TOWN,NW1,70/35,100,528729,184131,-0.145122,51.541408,Plotted By Council Officer,"(51.541408, -0.145122)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
KILBURN HIGH ROAD,KILBURN,"NW6, NW2",35/18,127,525241,183851,-0.195492,51.539676,Plotted By Council Officer,"(51.539676, -0.195492)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
PHOENIX ROAD,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529695,182988,-0.131621,51.530915,Plotted By Council Officer,"(51.530915, -0.131621)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
PRIMROSE HILL ROAD,REGENT'S PARK,NW3,35/18,90,527773,183976,-0.158956,51.540232,Plotted By Council Officer,"(51.540232, -0.158956)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
HEMSTAL ROAD,WEST HAMPSTEAD,NW6,35/18,60,525359,184393,-0.193598,51.544521,Plotted By Council Officer,"(51.544521, -0.193598)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
LAMBOLLE PLACE,BELSIZE,NW3,35/18,60,527309,184565,-0.16543,51.54563,Plotted By Council Officer,"(51.54563, -0.16543)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
CHURCH ROW,FROGNAL AND FITZJOHNS,NW3,70/35,100,526193,185632,-0.181133,51.55547,Plotted By Council Officer,"(51.55547, -0.181133)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
KEELEY STREET,HOLBORN AND COVENT GARDEN,WC2,35/18,60,530551,181225,-0.119941,51.514875,Plotted By Council Officer,"(51.514875, -0.119941)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
WILDWOOD GROVE,HAMPSTEAD TOWN,NW3,35/18,125,526100,187083,-0.181954,51.568531,Plotted By Council Officer,"(51.568531, -0.181954)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:14 PM
ST PANCRAS WAY,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529603,183587,-0.132727,51.53632,Plotted By Council Officer,"(51.53632, -0.132727)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
ROSEBERY AVENUE,HOLBORN AND COVENT GARDEN,EC1,35/18,90,531122,182179,-0.111362,51.523316,Plotted By Council Officer,"(51.523316, -0.111362)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
KILBURN PRIORY,KILBURN,NW6,35/18,61,525621,183584,-0.19011,51.537192,Plotted By Council Officer,"(51.537192, -0.19011)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
FOOTPATH NORTH OF FORTUNE GREEN THROUGH CEMETERY TO 50 METRES NORTH OF CEMETRY ONLY,WEST HAMPSTEAD,NW6,35/18,21,524886,185638,-0.199974,51.555814,Plotted By Council Officer,"(51.555814, -0.199974)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:09 PM
ARGYLE WALK,KING'S CROSS,WC1,35/18,21,530334,182716,-0.122515,51.528324,Plotted By Council Officer,"(51.528324, -0.122515)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
ROYAL COLLEGE STREET,ST PANCRAS AND SOMERS TOWN,NW1,35/18,90,529552,183548,-0.133476,51.535981,Plotted By Council Officer,"(51.535981, -0.133476)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:21 PM
ARLINGTON ROAD,CAMDEN TOWN,NW1,35/18,104,528844,183758,-0.143601,51.53803,Plotted By Council Officer,"(51.53803, -0.143601)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
PARKHILL ROAD,HAVERSTOCK,NW3,35/18,90,527776,184932,-0.158566,51.548823,Plotted By Council Officer,"(51.548823, -0.158566)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
GOLDINGTON CRESCENT,ST PANCRAS AND SOMERS TOWN,NW1,35/18,60,529618,183464,-0.132556,51.535211,Plotted By Council Officer,"(51.535211, -0.132556)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
INVERNESS STREET,CAMDEN TOWN,NW1,35/18,60,528848,183951,-0.143473,51.539764,Plotted By Council Officer,"(51.539764, -0.143473)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
FROGNAL LANE,FROGNAL AND FITZJOHNS,NW3,35/18,60,525995,185473,-0.184045,51.554085,Plotted By Council Officer,"(51.554085, -0.184045)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
CONSTANTINE ROAD,GOSPEL OAK,NW3,35/18,60,527600,185673,-0.160834,51.555522,Plotted By Council Officer,"(51.555522, -0.160834)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:12 PM
SOUTH END ROAD,HAMPSTEAD TOWN,NW3,35/18,90,527230,185622,-0.166187,51.555147,Plotted By Council Officer,"(51.555147, -0.166187)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
ATHLONE STREET,HAVERSTOCK,NW5,35/18,60,528545,184903,-0.147492,51.548388,Plotted By Council Officer,"(51.548388, -0.147492)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:17 PM
LEIGH STREET,KING'S CROSS,WC1,35/18,90,530211,182543,-0.124351,51.526798,Plotted By Council Officer,"(51.526798, -0.124351)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:24 PM
BRIARDALE GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525106,186148,-0.196621,51.560349,Plotted By Council Officer,"(51.560349, -0.196621)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
GLOUCESTER CRESCENT,CAMDEN TOWN,NW1,70/35,125,528586,183901,-0.147267,51.539374,Plotted By Council Officer,"(51.539374, -0.147267)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:19 PM
SOUTH END ROAD,HAMPSTEAD TOWN,NW3,35/18,90,527190,185732,-0.166724,51.556145,Plotted By Council Officer,"(51.556145, -0.166724)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
REGENT'S PARK ROAD,CAMDEN TOWN,NW1,35/18,104,528000,184220,-0.155596,51.542374,Plotted By Council Officer,"(51.542374, -0.155596)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
GORDON STREET,BLOOMSBURY,WC1,35/18,90,529586,182436,-0.133395,51.52598,Plotted By Council Officer,"(51.52598, -0.133395)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
PANCRAS ROAD,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,90,530024,183272,-0.126776,51.533392,Plotted By Council Officer,"(51.533392, -0.126776)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:22 PM
ST ALBAN'S ROAD,HIGHGATE,NW5,35/18,90,528380,186322,-0.149353,51.561178,Plotted By Council Officer,"(51.561178, -0.149353)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
GLENHURST AVENUE,HIGHGATE,NW5,35/18,60,528425,185810,-0.148891,51.556566,Plotted By Council Officer,"(51.556566, -0.148891)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:16 PM
HILLFIELD ROAD,FORTUNE GREEN,NW6,35/18,45,524879,185200,-0.20023,51.55188,Plotted By Council Officer,"(51.55188, -0.20023)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
PRINCE OF WALES ROAD,HAVERSTOCK,NW5,35/18,159,528899,184715,-0.142458,51.546618,Plotted By Council Officer,"(51.546618, -0.142458)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
RICHARDSON'S MEWS,BLOOMSBURY,W1,35/18,60,529069,182152,-0.140947,51.523546,Plotted By Council Officer,"(51.523546, -0.140947)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
LYNDHURST GARDENS,HAMPSTEAD TOWN,NW3,35/18,60,526793,185072,-0.172685,51.550303,Plotted By Council Officer,"(51.550303, -0.172685)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:11 PM
MUTRIX ROAD,KILBURN,NW6,35/18,61,525431,183852,-0.192753,51.539643,Plotted By Council Officer,"(51.539643, -0.192753)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:27 PM
KIRBY STREET,HOLBORN AND COVENT GARDEN,EC1,35/18,60,531414,181792,-0.107299,51.51977,Plotted By Council Officer,"(51.51977, -0.107299)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:26 PM
VALE OF HEALTH,HAMPSTEAD TOWN,NW3,35/18,60,526473,186466,-0.176797,51.562902,Plotted By Council Officer,"(51.562902, -0.176797)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:13 PM
PANCRAS ROAD,ST PANCRAS AND SOMERS TOWN,"N1, NW1",35/18,90,530151,183038,-0.125033,51.53126,Plotted By Council Officer,"(51.53126, -0.125033)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
BURGESS HILL,FORTUNE GREEN,NW2,35/18,45,525025,185953,-0.197858,51.558615,Plotted By Council Officer,"(51.558615, -0.197858)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:15 PM
FAIRFAX ROAD,SWISS COTTAGE,NW6,35/18,96,526393,184365,-0.178705,51.544039,Plotted By Council Officer,"(51.544039, -0.178705)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
GREENCROFT GARDENS,SWISS COTTAGE,NW6,35/18,60,525958,184249,-0.185016,51.543093,Plotted By Council Officer,"(51.543093, -0.185016)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
DUNOLLIE PLACE,KENTISH TOWN,NW5,35/18,60,529282,185375,-0.136696,51.552462,Plotted By Council Officer,"(51.552462, -0.136696)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:18 PM
GREAT RUSSELL STREET,HOLBORN AND COVENT GARDEN,WC1,35/18,60,529891,181495,-0.129347,51.517453,Plotted By Council Officer,"(51.517453, -0.129347)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:25 PM
REDHILL STREET,REGENT'S PARK,NW1,35/18,60,528828,183036,-0.144096,51.531545,Plotted By Council Officer,"(51.531545, -0.144096)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
GREENLAND ROAD,CAMDEN TOWN,NW1,70/35,60,529071,183929,-0.140267,51.539515,Plotted By Council Officer,"(51.539515, -0.140267)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:20 PM
BRACKNELL GARDENS,FROGNAL AND FITZJOHNS,NW3,35/18,60,525702,185480,-0.188266,51.554213,Plotted By Council Officer,"(51.554213, -0.188266)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:10 PM
CALTHORPE STREET,KING'S CROSS,WC1,35/18,90,530906,182404,-0.11439,51.525388,Plotted By Council Officer,"(51.525388, -0.11439)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:23 PM
MAYGROVE ROAD,WEST HAMPSTEAD,NW6,70/35,50,524910,184767,-0.199937,51.547981,Plotted By Council Officer,"(51.547981, -0.199937)",http://opendatacommunities.org/id/london-borough-council/camden,23/08/2018 09:00:08 PM
